Date,Open,High,Low,Close,Adj Close,Volume,GDP,Inflation,Unemployment,Interest Rate,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,grossProfit,totalRevenue,operatingIncome,investmentIncomeNet,interestExpense,netIncome_x,capitalExpenditures,cashflowFromInvestment,cashflowFromFinancing,Sentiment
10-07-2014,23.44000053,23.88750076,23.37999916,23.76000023,21.0165596,158744000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
11-07-2014,23.84000015,23.97249985,23.71500015,23.80500031,21.05635262,136072000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
14-07-2014,23.96500015,24.22249985,23.91250038,24.11249924,21.32835197,171240000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
15-07-2014,24.20000076,24.21249962,23.75749969,23.82999992,21.07847786,181911600,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
16-07-2014,24.24250031,24.27499962,23.68499947,23.69499969,20.95906448,213585200,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
17-07-2014,23.75749969,23.81999969,23.14249992,23.27249908,20.58534813,229192000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
18-07-2014,23.40500069,23.68499947,23.25499916,23.60750008,20.88166237,199952000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
21-07-2014,23.74749947,23.75,23.43000031,23.48500061,20.77331161,156316000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
22-07-2014,23.67000008,23.72249985,23.53000069,23.68000031,20.94579697,220788000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
23-07-2014,23.85499954,24.46999931,23.79249954,24.29750061,21.49199867,371672000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
24-07-2014,24.26000023,24.32999992,24.10499954,24.25749969,21.45661354,182916000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
25-07-2014,24.21249962,24.45999908,24.15999985,24.41749954,21.5981369,173876000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
28-07-2014,24.45499992,24.80999947,24.38750076,24.75499916,21.89666939,221272000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
29-07-2014,24.83250046,24.86000061,24.5625,24.59499931,21.75514221,172572000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
30-07-2014,24.61000061,24.67499924,24.41749954,24.53750038,21.70428276,132040000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
31-07-2014,24.29000092,24.36249924,23.83250046,23.89999962,21.1403904,227372000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
01-08-2014,23.72500038,24.15500069,23.70249939,24.03249931,21.25759506,194044000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
04-08-2014,24.09250069,24.14500046,23.79249954,23.89749908,21.13818169,159832000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
05-08-2014,23.84000015,23.92000008,23.59000015,23.78000069,21.03424835,223732000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
06-08-2014,23.6875,23.87000084,23.67749977,23.73999977,20.99885941,154232000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
07-08-2014,23.73250008,23.98749924,23.52499962,23.62000084,20.99663925,186844000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
08-08-2014,23.56500053,23.70499992,23.31999969,23.68499947,21.05442238,167460000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
11-08-2014,23.81749916,24.02000046,23.70999908,23.99749947,21.33221626,146340000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
12-08-2014,24.01000023,24.21999931,23.90250015,23.99250031,21.32777023,135180000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
13-08-2014,24.03750038,24.30999947,24.01000023,24.30999947,21.61000252,127664000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
14-08-2014,24.33250046,24.39249992,24.20000076,24.375,21.66779327,112464000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
15-08-2014,24.47500038,24.54750061,24.21500015,24.49500084,21.77446365,195804000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
18-08-2014,24.62249947,24.84250069,24.49500084,24.79000092,22.03669548,190288000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
19-08-2014,24.85250092,25.17000008,24.82999992,25.13249969,22.34115601,277596000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
20-08-2014,25.11000061,25.27249908,24.98749924,25.14249992,22.35004807,210796000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
21-08-2014,25.14249992,25.23500061,25.02750015,25.14500046,22.35226822,133912000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
22-08-2014,25.07250023,25.36750031,25.04750061,25.32999992,22.51672363,176736000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
25-08-2014,25.44750023,25.54249954,25.31999969,25.38500023,22.5656147,161080000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
26-08-2014,25.35499954,25.375,25.21500015,25.22249985,22.42116165,132608000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
27-08-2014,25.25499916,25.64249992,25.17499924,25.53249931,22.69673347,209476000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
28-08-2014,25.39749908,25.69499969,25.38999939,25.5625,22.72340393,273840000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
29-08-2014,25.71500015,25.72500038,25.54999924,25.625,22.77895927,178380000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
02-09-2014,25.76499939,25.93499947,25.68000031,25.82500076,22.95675278,214256000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
03-09-2014,25.77499962,25.79999924,24.64500046,24.73500061,21.98781013,501684000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
04-09-2014,24.71249962,25.02249908,24.44750023,24.53000069,21.80557251,342872000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
05-09-2014,24.70000076,24.84749985,24.57749939,24.74250031,21.9944725,233828000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
08-09-2014,24.82500076,24.82749939,24.51250076,24.59000015,21.85891342,185426800,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
09-09-2014,24.77000046,25.77000046,24.03499985,24.49749947,21.77668762,759385200,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
10-09-2014,24.50250053,25.27750015,24.44000053,25.25,22.44560814,403478400,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
11-09-2014,25.10250092,25.36000061,24.90500069,25.35750008,22.54116249,249412400,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
12-09-2014,25.30249977,25.54750061,25.27000046,25.41500092,22.59228325,250504400,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
15-09-2014,25.70249939,25.76250076,25.36000061,25.40749931,22.58561325,245266000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
16-09-2014,24.95000076,25.31500053,24.72249985,25.21500015,22.41449547,267632400,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
17-09-2014,25.31749916,25.45000076,25.14749908,25.39500046,22.57450676,243706000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
18-09-2014,25.48250008,25.58749962,25.38999939,25.44750023,22.62117386,149197600,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
19-09-2014,25.57250023,25.58749962,25.125,25.23999977,22.43671989,283609600,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
22-09-2014,25.45000076,25.53499985,25.14500046,25.26499939,22.45894623,211153600,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
23-09-2014,25.14999962,25.73500061,25.13500023,25.65999985,22.81007385,253608800,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
24-09-2014,25.54000092,25.71249962,25.29999924,25.4375,22.61228371,240687200,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
25-09-2014,25.12750053,25.17749977,24.43000031,24.46750069,21.75001717,400368000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,-1
26-09-2014,24.63249969,25.1875,24.60000038,25.1875,22.39005089,249482000,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
29-09-2014,24.66250038,25.11000061,24.65749931,25.02750015,22.24782372,199065200,17804.228,237.498,6.2,0.09,207000000000.0,73286000000.0,14259000000,64304000000.0,171000000000.0,48999000000.0,1616000000,136000000,37037000000,8165000000,-33774000000,-16379000000.0,1
30-09-2014,25.20249939,25.38500023,25.13249969,25.1875,22.39005089,221056400,17804.228,237.498,6.2,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
01-10-2014,25.14749908,25.17250061,24.67499924,24.79500008,22.0411396,205965200,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
02-10-2014,24.81749916,25.05500031,24.51000023,24.97500038,22.20114899,191031200,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
03-10-2014,24.86000061,25.05249977,24.76000023,24.90500069,22.13892937,173878400,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
06-10-2014,24.98749924,25.16250038,24.85499954,24.90500069,22.13892937,148204800,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
07-10-2014,24.85750008,25.03000069,24.68250084,24.6875,21.94557762,168376800,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
08-10-2014,24.69000053,25.27750015,24.57749939,25.20000076,22.40116119,229618800,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
09-10-2014,25.38500023,25.59499931,25.15250015,25.25499916,22.45004845,309506000,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
10-10-2014,25.17250061,25.50749969,25.07500076,25.18250084,22.38560295,265326400,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
13-10-2014,25.33250046,25.44499969,24.95249939,24.95249939,22.18115044,214333600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
14-10-2014,25.09749985,25.12999916,24.64249992,24.6875,21.94557762,254754400,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
15-10-2014,24.49250031,24.78750038,23.79500008,24.38500023,21.6766777,403734400,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
16-10-2014,23.88750076,24.43000031,23.85250092,24.06500053,21.39221954,288618000,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
17-10-2014,24.375,24.75,24.20249939,24.41749954,21.70556641,272718800,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
20-10-2014,24.57999992,24.98999977,24.55500031,24.94000053,22.17004204,310069200,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
21-10-2014,25.75499916,25.75499916,25.31749916,25.61750031,22.77229309,378495600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
22-10-2014,25.70999908,26.02750015,25.64999962,25.74749947,22.88785172,273052400,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
23-10-2014,26.02000046,26.26250076,25.90749931,26.20750046,23.29676056,284298800,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
24-10-2014,26.29500008,26.37249947,26.13249969,26.30500031,23.38343811,188215600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
27-10-2014,26.21249962,26.37000084,26.17499924,26.27750015,23.35899162,136750800,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
28-10-2014,26.35000038,26.68499947,26.33749962,26.68499947,23.72122765,192243600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
29-10-2014,26.66250038,26.84250069,26.59000015,26.83499908,23.85457039,210751600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
30-10-2014,26.73999977,26.83749962,26.47500038,26.74500084,23.77457428,162619200,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
31-10-2014,27.00250053,27.01000023,26.80249977,27.0,24.00124359,178557200,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
03-11-2014,27.05500031,27.57500076,27.00250053,27.35000038,24.3123703,209130400,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
04-11-2014,27.34000015,27.37249947,26.93000031,27.14999962,24.13458443,166297600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
05-11-2014,27.27499962,27.32500076,27.03249931,27.21500015,24.19236946,149743600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
06-11-2014,27.14999962,27.19750023,26.95000076,27.17499924,24.26155472,139874000,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
07-11-2014,27.1875,27.32999992,27.13750076,27.25250053,24.33075142,134766000,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
10-11-2014,27.25499916,27.33250046,27.16749954,27.20750046,24.2905674,108782000,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
11-11-2014,27.17499924,27.4375,27.10000038,27.42499924,24.48476219,109769200,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
12-11-2014,27.34499931,27.85750008,27.34250069,27.8125,24.83070564,187769600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
13-11-2014,27.95000076,28.36249924,27.89999962,28.20499992,25.18112755,238091600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
14-11-2014,28.28750038,28.54750061,27.80249977,28.54500008,25.48467827,176254400,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
17-11-2014,28.56749916,29.31999969,28.32500076,28.49749947,25.44226837,186986800,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
18-11-2014,28.48500061,28.92250061,28.47249985,28.86750031,25.77260017,176896000,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
19-11-2014,28.86000061,28.93499947,28.45000076,28.66749954,25.59404373,167476800,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
20-11-2014,28.72750092,29.21500015,28.71249962,29.07749939,25.96008682,173582000,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
21-11-2014,29.37750053,29.39249992,29.00749969,29.11750031,25.99579811,228717200,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
24-11-2014,29.21249962,29.69249916,29.15500069,29.65749931,26.47790337,189803200,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
25-11-2014,29.76749992,29.9375,29.36249924,29.39999962,26.24800873,275361600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
26-11-2014,29.48500061,29.77499962,29.45750046,29.75,26.56048775,163073200,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
28-11-2014,29.81749916,29.85000038,29.51250076,29.73250008,26.54486084,99257600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
01-12-2014,29.70249939,29.8125,27.81749916,28.76749992,25.683321,335256000,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
02-12-2014,28.375,28.9375,28.1875,28.65749931,25.58511734,237395600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
03-12-2014,28.9375,29.08749962,28.77750015,28.98250008,25.87526894,172253600,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,1
04-12-2014,28.94249916,29.29999924,28.82250023,28.87249947,25.777071,168178000,17912.079,237.43,5.7,0.09,232000000000.0,68531000000.0,13844000000,70537000000.0,182000000000.0,52503000000.0,1795000000,384000000,39510000000,9571000000,-22579000000,-37549000000.0,-1
